The atomic number is   1.0000000000;

Radial grid: R(I) = RNT*(exp((I-1)*H)-1), I = 1, ..., N;

 RNT  =  2.000000000000D-06 Bohr radii;
 H    =  5.000000000000D-02 Bohr radii;
 N    =  590;
 R(1) =  0.000000000000D+00 Bohr radii;
 R(2) =  1.025421927520D-07 Bohr radii;
 R(N) =  1.233111896689D+07 Bohr radii.

Shell      e           p0        gamma         R           P           Q       MTP  SRC

  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1873D-03  0.3745D-03 -0.1367D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1970D-03  0.3939D-03 -0.1437D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.2072D-03  0.4143D-03 -0.1512D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.2179D-03  0.4358D-03 -0.1590D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.2292D-03  0.4583D-03 -0.1672D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.2410D-03  0.4820D-03 -0.1759D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.2535D-03  0.5069D-03 -0.1850D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.2666D-03  0.5331D-03 -0.1945D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.2803D-03  0.5607D-03 -0.2046D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.2948D-03  0.5896D-03 -0.2151D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.3100D-03  0.6200D-03 -0.2262D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.3260D-03  0.6520D-03 -0.2379D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.3429D-03  0.6856D-03 -0.2502D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.3605D-03  0.7210D-03 -0.2631D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.3791D-03  0.7581D-03 -0.2766D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.3987D-03  0.7972D-03 -0.2909D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.4192D-03  0.8383D-03 -0.3059D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.4408D-03  0.8814D-03 -0.3216D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.4635D-03  0.9268D-03 -0.3382D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.4874D-03  0.9745D-03 -0.3556D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.5125D-03  0.1025D-02 -0.3739D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.5389D-03  0.1077D-02 -0.3931D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.5666D-03  0.1133D-02 -0.4133D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.5957D-03  0.1191D-02 -0.4346D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.6264D-03  0.1252D-02 -0.4569D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.6586D-03  0.1317D-02 -0.4804D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.6925D-03  0.1384D-02 -0.5051D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.7281D-03  0.1455D-02 -0.5310D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.7655D-03  0.1530D-02 -0.5583D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.8049D-03  0.1609D-02 -0.5870D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.8462D-03  0.1691D-02 -0.6171D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.8897D-03  0.1778D-02 -0.6488D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.9354D-03  0.1869D-02 -0.6821D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.9835D-03  0.1965D-02 -0.7171D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1034D-02  0.2066D-02 -0.7539D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1087D-02  0.2172D-02 -0.7926D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1143D-02  0.2284D-02 -0.8333D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1202D-02  0.2401D-02 -0.8760D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1263D-02  0.2524D-02 -0.9210D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1328D-02  0.2654D-02 -0.9682D-05  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1396D-02  0.2790D-02 -0.1018D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1468D-02  0.2933D-02 -0.1070D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1544D-02  0.3083D-02 -0.1125D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1623D-02  0.3241D-02 -0.1183D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1706D-02  0.3407D-02 -0.1243D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1794D-02  0.3582D-02 -0.1307D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1886D-02  0.3765D-02 -0.1374D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1983D-02  0.3958D-02 -0.1444D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.2084D-02  0.4161D-02 -0.1518D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.2191D-02  0.4374D-02 -0.1596D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.2304D-02  0.4598D-02 -0.1678D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.2422D-02  0.4833D-02 -0.1763D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.2546D-02  0.5080D-02 -0.1854D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.2677D-02  0.5340D-02 -0.1949D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.2814D-02  0.5613D-02 -0.2048D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.2959D-02  0.5901D-02 -0.2153D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.3110D-02  0.6202D-02 -0.2263D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.3270D-02  0.6520D-02 -0.2379D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.3438D-02  0.6853D-02 -0.2500D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.3614D-02  0.7203D-02 -0.2628D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.3799D-02  0.7571D-02 -0.2763D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.3994D-02  0.7958D-02 -0.2904D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.4199D-02  0.8365D-02 -0.3052D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.4415D-02  0.8792D-02 -0.3208D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.4641D-02  0.9241D-02 -0.3372D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.4879D-02  0.9712D-02 -0.3544D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.5129D-02  0.1021D-01 -0.3725D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.5393D-02  0.1073D-01 -0.3915D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.5669D-02  0.1128D-01 -0.4114D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.5960D-02  0.1185D-01 -0.4324D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.6266D-02  0.1245D-01 -0.4544D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.6587D-02  0.1309D-01 -0.4776D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.6925D-02  0.1376D-01 -0.5019D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.7280D-02  0.1446D-01 -0.5275D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.7653D-02  0.1519D-01 -0.5543D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.8046D-02  0.1596D-01 -0.5825D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.8458D-02  0.1678D-01 -0.6121D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.8892D-02  0.1763D-01 -0.6432D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.9348D-02  0.1852D-01 -0.6759D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.9828D-02  0.1947D-01 -0.7102D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1033D-01  0.2045D-01 -0.7463D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1086D-01  0.2149D-01 -0.7841D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1142D-01  0.2258D-01 -0.8239D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1200D-01  0.2372D-01 -0.8656D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1262D-01  0.2493D-01 -0.9094D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1327D-01  0.2619D-01 -0.9555D-04  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1395D-01  0.2751D-01 -0.1004D-03  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1466D-01  0.2890D-01 -0.1054D-03  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1541D-01  0.3036D-01 -0.1108D-03  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1620D-01  0.3189D-01 -0.1164D-03  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1704D-01  0.3350D-01 -0.1222D-03  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1791D-01  0.3519D-01 -0.1284D-03  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1883D-01  0.3696D-01 -0.1348D-03  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.1979D-01  0.3881D-01 -0.1416D-03  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.2081D-01  0.4076D-01 -0.1487D-03  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.2187D-01  0.4281D-01 -0.1562D-03  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.2300D-01  0.4495D-01 -0.1640D-03  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.2417D-01  0.4720D-01 -0.1722D-03  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.2541D-01  0.4956D-01 -0.1808D-03  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.2672D-01  0.5203D-01 -0.1898D-03  327  Hyd
  1s   0.5000D+00  0.2000D+01  0.1000D+01  0.2809D-01  0.5462D-01 -0.1993D-03  327  Hyd
